CATEGORY,NAME,ADDRESS,ZIPCODE,PHONE NO.,URL,ADDITIONAL DETAILS
Restaurant,"L'AMICO, THE VINE","6 AVENUE, Manhattan",10001,Not Available,Not Available,Not Available
Restaurant,VIA TRENTA,"30 AVENUE, Queens",11103,Not Available,Not Available,Not Available
Restaurant,Etto Espresso Bar,"CROSS BAY BOULEVARD, Queens",11414,Not Available,Not Available,Not Available
Restaurant,KALINA RESTAURANT,"BROADWAY, Brooklyn",11221,Not Available,Not Available,Not Available
Restaurant,VIDALIS PIZZA,"21 STREET, Queens",11106,Not Available,Not Available,Not Available
Restaurant,LXL CHINESE FOOD,"ROOSEVELT AVENUE, Queens",11354,Not Available,Not Available,Not Available
Restaurant,SUPER TACO,"KINGS HIGHWAY, Brooklyn",11223,Not Available,Not Available,Not Available
Restaurant,BOURBON STREET,"BELL BOULEVARD, Queens",11361,Not Available,Not Available,Not Available
Restaurant,HONEYGROW,"JORALEMON STREET, Brooklyn",11201,Not Available,Not Available,Not Available
Restaurant,EL MANA RESTAURANT,"BOSTON ROAD, Bronx",10469,Not Available,Not Available,Not Available
Restaurant,WEST VILLAGE FINEST,"7TH AVE S, Manhattan",10014,Not Available,Not Available,Not Available
Restaurant,BAR GARDEN,"PENN PLZ, Manhattan",10121,Not Available,Not Available,Not Available
Restaurant,BORSALIA,"BROADWAY, Manhattan",10001,Not Available,Not Available,Not Available
Restaurant,NEW EAST STAR,"WESTCHESTER AVENUE, Bronx",10459,Not Available,Not Available,Not Available
Restaurant,SEBA-SEBA,"ROOSEVELT AVENUE, Queens",11368,Not Available,Not Available,Not Available
Restaurant,IF 520 DESSERT BAR,"PRINCE ST, Queens",11354,Not Available,Not Available,Not Available
Restaurant,WILDBERRY CAKE,"EMMONS AVENUE, Brooklyn",11235,Not Available,Not Available,Not Available
Restaurant,MASTER WOK,"BAYCHESTER AVENUE, Bronx",10475,Not Available,Not Available,Not Available
Restaurant,DUNKIN,"MYRTLE AVENUE, Brooklyn",11206,Not Available,Not Available,Not Available
Restaurant,TIM HORTONS,"HYLAN BOULEVARD, Staten Island",10305,Not Available,Not Available,Not Available
Restaurant,TRENDZ,"DITMAS AVENUE, Brooklyn",11236,Not Available,Not Available,Not Available
Restaurant,CONEY ISLAND TASTE,"CONEY ISLAND AVENUE, Brooklyn",11223,Not Available,Not Available,Not Available
Restaurant,UGLY DONUTS & CORNDOGS,"ROOSEVELT AVE, Queens",11354,Not Available,Not Available,Not Available
Restaurant,BLUESTONE LANE,"TIMES SQUARE, Manhattan",10036,Not Available,Not Available,Not Available
Restaurant,TINA'S CUBAN CUISINE RESTAURANT,"3 AVENUE, Manhattan",10022,Not Available,Not Available,Not Available
Restaurant,BISTRO PUNTA SAL,"46 STREET, Queens",11377,Not Available,Not Available,Not Available
Restaurant,TRAPIZZINO,"ORCHARD STREET, Manhattan",10002,Not Available,Not Available,Not Available
Restaurant,Paul's Bar Brooklyn,"NOSTRAND AVENUE, Brooklyn",11216,Not Available,Not Available,Not Available
Restaurant,12 CORAZONES RESTAURANT & BAR,"ROOSEVELT AVENUE, Queens",11372,Not Available,Not Available,Not Available
Restaurant,FOOD WITH MELINDA,"VAN BRUNT STREET, Brooklyn",11231,Not Available,Not Available,Not Available
Restaurant,PICK N PAY,"UTICA AVENUE, Brooklyn",11213,Not Available,Not Available,Not Available
Restaurant,CHARM THAI CORP,"AMSTERDAM AVENUE, Manhattan",10027,Not Available,Not Available,Not Available
Restaurant,Bonnie's,"MANHATTAN AVENUE, Brooklyn",11211,Not Available,Not Available,Not Available
Restaurant,HALAL XPRESS,"18 AVENUE, Brooklyn",11214,Not Available,Not Available,Not Available
Restaurant,6321 YUAN BAO,"8 AVENUE, Brooklyn",11220,Not Available,Not Available,Not Available
Restaurant,COPA-CABANA GRILL,"ROOSEVELT AVE, Queens",11372,Not Available,Not Available,Not Available
Restaurant,THE FLOWER SHOP,"ELDRIDGE STREET, Manhattan",10002,Not Available,Not Available,Not Available
Restaurant,LITTLE CAESARS,"JAMAICA AVENUE, Queens",11435,Not Available,Not Available,Not Available
Restaurant,BAREBURGER,"8 AVENUE, Manhattan",10011,Not Available,Not Available,Not Available
Restaurant,MI PEQUENA CHOLULA DELI RESTAURANTE,"MYRTLE AVENUE, Brooklyn",11237,Not Available,Not Available,Not Available
Restaurant,DANNY'S CAFE EXPRESS,"SHEEPSHEAD BAY ROAD, Brooklyn",11224,Not Available,Not Available,Not Available
Restaurant,CHICKEN FESTIVAL,"DITMARS BOULEVARD, Queens",11105,Not Available,Not Available,Not Available
Restaurant,CAFE GRUMPY LES LLC,"ESSEX STREET, Manhattan",10002,Not Available,Not Available,Not Available
Restaurant,SHALON RESTAURANT,"JEROME AVENUE, Bronx",10468,Not Available,Not Available,Not Available
Restaurant,BHATTI INDIAN GRILL,"LEXINGTON AVE, Manhattan",10016,Not Available,Not Available,Not Available
Restaurant,MITI MITI TAPERIA,"5 AVENUE, Brooklyn",11217,Not Available,Not Available,Not Available
Restaurant,JERSEY MIKE'S 34069,"5 AVENUE, Brooklyn",11217,Not Available,Not Available,Not Available
Restaurant,B AND B RESTAURANT,"WEST   26 STREET, Manhattan",10001,Not Available,Not Available,Not Available
Restaurant,VERSA,"WEST   35 STREET, Manhattan",10001,Not Available,Not Available,Not Available
Restaurant,Talay Restaurant,"STUYVESANT PLACE, Staten Island",10301,Not Available,Not Available,Not Available
Restaurant,JERRY'S HAMBURGER PLACE,"EAST  146 STREET, Bronx",10455,Not Available,Not Available,Not Available
Restaurant,CRIMINAL COURT BLDG CAFETERIA,"CENTRE STREET, Manhattan",10013,Not Available,Not Available,Not Available
Restaurant,UGLY DONUTS AND CORNDOGS,"HORACE HARDING EXPY, Queens",11364,Not Available,Not Available,Not Available
Restaurant,PASTRY WORLD BAKERY,"5 AVENUE, Brooklyn",11215,Not Available,Not Available,Not Available
Restaurant,CONVENE,"LIBERTY STREET, Manhattan",10280,Not Available,Not Available,Not Available
Restaurant,BORO HOTEL,"27TH ST, Queens",11101,Not Available,Not Available,Not Available
Restaurant,JUICE CHICKEN,"3 AVENUE, Brooklyn",11209,Not Available,Not Available,Not Available
Restaurant,FLAVA CUISINE,"EAST  233 STREET, Bronx",10466,Not Available,Not Available,Not Available
Restaurant,DON PEPE TORTAS Y JUGOS,"5 AVENUE, Brooklyn",11232,Not Available,Not Available,Not Available
Restaurant,LAO FU ZHOU,"BROADWAY, Queens",11373,Not Available,Not Available,Not Available
Restaurant,YUZU,"LENOX AVENUE, Manhattan",10027,Not Available,Not Available,Not Available
Restaurant,MOA COFFEE,"30TH AVE, Queens",11103,Not Available,Not Available,Not Available
Restaurant,SUSHI GALLERY,"CLARK STREET, Brooklyn",11201,Not Available,Not Available,Not Available
Restaurant,UNCLE LUO YANG,"AMSTERDAM AVENUE, Manhattan",10024,Not Available,Not Available,Not Available
Restaurant,EL POLLO PERUANO,"NATIONAL STREET, Queens",11368,Not Available,Not Available,Not Available
Restaurant,IPIC THEATERS FULTON MARKET,"FULTON STREET, Manhattan",10038,Not Available,Not Available,Not Available
Restaurant,PIER 25 SNACK BAR,"WEST STREET, Manhattan",10013,Not Available,Not Available,Not Available
Restaurant,THE TRIAD,"WEST   72 STREET, Manhattan",10023,Not Available,Not Available,Not Available
Restaurant,DUNKIN,"3 AVENUE, Brooklyn",11209,Not Available,Not Available,Not Available
Restaurant,MCDONALD'S,"EAST   23 STREET, Manhattan",10010,Not Available,Not Available,Not Available
Restaurant,KAVKAZKIY DVORIK,"AVENUE U, Brooklyn",11229,Not Available,Not Available,Not Available
Restaurant,FLAVA RESTAURANT & LOUNGE,"3 AVENUE, Bronx",10451,Not Available,Not Available,Not Available
Restaurant,RAO'S BAR & GRILL,"EAST  114 STREET, Manhattan",10029,Not Available,Not Available,Not Available
Restaurant,LA JUGUERIA,"4 AVENUE, Brooklyn",11220,Not Available,Not Available,Not Available
Restaurant,XPIZZA,"FRONT STREET, Manhattan",10038,Not Available,Not Available,Not Available
Restaurant,BROADWAY PIZZA,"BROADWAY, Brooklyn",11221,Not Available,Not Available,Not Available
Restaurant,YURA,"MADISON AVENUE, Manhattan",10128,Not Available,Not Available,Not Available
Restaurant,BENTON,"CRESCENT ST, Queens",11101,Not Available,Not Available,Not Available
Restaurant,GUACUCO,"IRVING AVENUE, Brooklyn",11237,Not Available,Not Available,Not Available
Restaurant,SAMA STREET,"MANHATTAN AVENUE, Brooklyn",11222,Not Available,Not Available,Not Available
Restaurant,& PIZZA,"BROADWAY, Manhattan",10003,Not Available,Not Available,Not Available
Restaurant,I LOVE NY PIZZA,"EAST  172 STREET, Bronx",10472,Not Available,Not Available,Not Available
Restaurant,PARILLA LATINA,"BROADWAY, Bronx",10463,Not Available,Not Available,Not Available
Restaurant,QUALITY ITALIAN STEAKHOUSE,"WEST   57 STREET, Manhattan",10019,Not Available,Not Available,Not Available
Restaurant,WOK CITY,"AMSTERDAM AVENUE, Manhattan",10023,Not Available,Not Available,Not Available
Restaurant,MCDONALD'S,"6 AVENUE, Manhattan",10036,Not Available,Not Available,Not Available
Restaurant,BUSAN SUSHI & SASHIMI,"FRANCIS LEWIS BLVD, Queens",11358,Not Available,Not Available,Not Available
Restaurant,TAL BAGELS,"BROADWAY, Manhattan",10024,Not Available,Not Available,Not Available
Restaurant,LIBERTY BAGELS,"ROOSEVELT AVE, Queens",11372,Not Available,Not Available,Not Available
Restaurant,GOLDEN THAI,"IRVING AVENUE, Brooklyn",11237,Not Available,Not Available,Not Available
Restaurant,MARCELLINO,"MULBERRY STREET, Manhattan",10012,Not Available,Not Available,Not Available
Restaurant,BATO COFFEE & WINE,"CRESCENT AVENUE, Bronx",10458,Not Available,Not Available,Not Available
Restaurant,POPEYES,"VANDERVOORT AVENUE, Brooklyn",11211,Not Available,Not Available,Not Available
Restaurant,WOK WOK RESTAURANT,"EAST  208 STREET, Bronx",10467,Not Available,Not Available,Not Available
Restaurant,INFINITEA NY,"ASTORIA BLVD, Queens",11102,Not Available,Not Available,Not Available
Restaurant,WINGSTOP,"BROADWAY, Manhattan",10032,Not Available,Not Available,Not Available
Restaurant,Pizza Rollio,"SKILLMAN AVE, Queens",11104,Not Available,Not Available,Not Available
Restaurant,AMBASSADOR THEATRE,"WEST   49 STREET, Manhattan",10019,Not Available,Not Available,Not Available
Restaurant,NOBLESSE HOUSE,"41ST AVE, Queens",11355,Not Available,Not Available,Not Available
Restaurant,LAGOS RESTAURANT & LOUNGE,"EAST   49 STREET, Manhattan",10017,Not Available,Not Available,Not Available
Restaurant,EMILY BAR RESTAURANT,"95TH ST, Queens",11372,Not Available,Not Available,Not Available
Restaurant,NYONYA,"GRAND STREET, Manhattan",10013,Not Available,Not Available,Not Available
Restaurant,NOAHS KITCHEN,"CONEY ISLAND AVENUE, Brooklyn",11223,Not Available,Not Available,Not Available
Restaurant,CAFE JOAH,"AVENUE A, Manhattan",10009,Not Available,Not Available,Not Available
Restaurant,GOLDEN KRUST CARIBBEAN BAKERY & GRILL,"NOSTRAND AVENUE, Brooklyn",11225,Not Available,Not Available,Not Available
Restaurant,LE CHARLOT,"EAST   69 STREET, Manhattan",10021,Not Available,Not Available,Not Available
Restaurant,LIBERTY BAR,"ROCKAWAY BOULEVARD, Queens",11420,Not Available,Not Available,Not Available
Restaurant,ANDREA'S CHICKEN,"61ST ST, Queens",11378,Not Available,Not Available,Not Available
Restaurant,Earthen,"7 AVENUE, Brooklyn",11215,Not Available,Not Available,Not Available
Restaurant,MADE IN MEXICO,"EAST  111 STREET, Manhattan",10029,Not Available,Not Available,Not Available
Restaurant,DUNKIN' / BASKIN ROBBINS,"WEST   55 STREET, Manhattan",10019,Not Available,Not Available,Not Available
Restaurant,PASTITALIA,"LENOX AVENUE, Manhattan",10027,Not Available,Not Available,Not Available
Restaurant,Sereneco,"FRANKLIN STREET, Brooklyn",11222,Not Available,Not Available,Not Available
Restaurant,STARBUCKS,"KINGS HIGHWAY, Brooklyn",11229,Not Available,Not Available,Not Available
Restaurant,PRINCE COFFEE HOUSE,"ARTHUR AVENUE, Bronx",10458,Not Available,Not Available,Not Available
Restaurant,EL PATIO,"JAMAICA AVENUE, Queens",11428,Not Available,Not Available,Not Available
Restaurant,LUCKY CORNER,"NEPTUNE AVENUE, Brooklyn",11224,Not Available,Not Available,Not Available
Restaurant,VILLAINS HIDEOUT,"SUTTER AVENUE, Brooklyn",11212,Not Available,Not Available,Not Available
Restaurant,THE JUICE SHOP,"PENN PLZ, Manhattan",10001,Not Available,Not Available,Not Available
Restaurant,GIANNI'S,"NORTHERN BLVD, Queens",11372,Not Available,Not Available,Not Available
Restaurant,Buonissima Pizzeria,"20 AVENUE, Brooklyn",11204,Not Available,Not Available,Not Available
Restaurant,DUNKIN,"LINDEN BLVD, Queens",11412,Not Available,Not Available,Not Available
Restaurant,ROSE CAKE HOUSE,"MAIN ST, Queens",11355,Not Available,Not Available,Not Available
Restaurant,COMMON ADDRESS,"WEST   60 STREET, Manhattan",10023,Not Available,Not Available,Not Available
Restaurant,JALOPY THEATRE,"COLUMBIA STREET, Brooklyn",11231,Not Available,Not Available,Not Available
Restaurant,TACO VELOZ MX RESTAURANT,"EAST  138 STREET, Bronx",10454,Not Available,Not Available,Not Available
Restaurant,TEN DEGREES,"SAINT MARKS PLACE, Manhattan",10009,Not Available,Not Available,Not Available
Restaurant,JOSE LUIS,"AVENUE B, Manhattan",10009,Not Available,Not Available,Not Available
Restaurant,LITTLE MISS MUFFIN N HER STUFFIN,"WASHINGTON AVENUE, Brooklyn",11238,Not Available,Not Available,Not Available
Restaurant,MICHELY,"WEST TREMONT AVENUE, Bronx",10453,Not Available,Not Available,Not Available
Restaurant,Momo Fuku Noodle Bar,"COLUMBUS CIRCLE, Manhattan",10019,Not Available,Not Available,Not Available
Restaurant,HARISSA GRILL,"47TH AVE, Queens",11101,Not Available,Not Available,Not Available
Restaurant,CROWN FRIED CHICKEN,"LIVONIA AVENUE, Brooklyn",11212,Not Available,Not Available,Not Available
Restaurant,MINAMI SUSHI & BAR,"SOUTH    4 STREET, Brooklyn",11211,Not Available,Not Available,Not Available
Restaurant,DUNKIN',"CROSBY AVENUE, Bronx",10461,Not Available,Not Available,Not Available
Restaurant,AMERICAN AIRLINES ADMIRALS CLUB,"LA GUARDIA AIRPORT, Queens",11369,Not Available,Not Available,Not Available
Restaurant,"DUNKIN', 'BASKIN ROBBINS","13 AVENUE, Brooklyn",11228,Not Available,Not Available,Not Available
Restaurant,ZARO'S FAMILY BAKERY,"8 AVENUE, Manhattan",10018,Not Available,Not Available,Not Available
Restaurant,CHEESEBOAT,"9 AVENUE, Manhattan",10019,Not Available,Not Available,Not Available
Restaurant,SUPER TIGER DELI,"FRANCIS LEWIS BLVD, Queens",11361,Not Available,Not Available,Not Available
Restaurant,1 HOTEL BROOKLYN BRIDGE,"FURMAN STREET, Brooklyn",11201,Not Available,Not Available,Not Available
Restaurant,THE BLACK SHEEP,"3 AVENUE, Manhattan",10016,Not Available,Not Available,Not Available
Restaurant,UNCLE SAM PIZZA,"CLINTON STREET, Manhattan",10002,Not Available,Not Available,Not Available
Restaurant,TACO BELL,"2 AVENUE, Manhattan",10028,Not Available,Not Available,Not Available
Restaurant,WESTSIDE TAVERN,"WEST   23 STREET, Manhattan",10011,Not Available,Not Available,Not Available
Restaurant,ANARKALI INDIAN FOOD,"CHURCH AVENUE, Brooklyn",11218,Not Available,Not Available,Not Available
Restaurant,THE HIDEOUT CAFE,"20 AVENUE, Brooklyn",11214,Not Available,Not Available,Not Available
Restaurant,TOASTIELAND,"SIXTH AVENUE, Manhattan",10001,Not Available,Not Available,Not Available
Restaurant,ROCHDALE CHICKEN AND FISH 90Z,"RUTLAND ROAD, Brooklyn",11212,Not Available,Not Available,Not Available
Restaurant,DUNKIN,"ROSSVILLE AVENUE, Staten Island",10309,Not Available,Not Available,Not Available
Restaurant,FELLA'S BAR,"CITY ISLAND AVENUE, Bronx",10464,Not Available,Not Available,Not Available
Restaurant,OCEAN EATS,"4 AVENUE, Brooklyn",11232,Not Available,Not Available,Not Available
Restaurant,ACE BAR,"EAST    5 STREET, Manhattan",10009,Not Available,Not Available,Not Available
Restaurant,BAGELS & CO,"EAST   76 STREET, Manhattan",10021,Not Available,Not Available,Not Available
Restaurant,GOLD STAR JERK CENTER,"WHITE PLAINS ROAD, Bronx",10467,Not Available,Not Available,Not Available
Restaurant,Miss Madeleine,"EAST   82 STREET, Manhattan",10028,Not Available,Not Available,Not Available
Restaurant,LIDIA'S PLAY CAFE,"FRESH POND RD, Queens",11385,Not Available,Not Available,Not Available
Restaurant,DIAMOND DOGS,"31ST AVE, Queens",11106,Not Available,Not Available,Not Available
Restaurant,PHO MEKONG RESTAURANT,"NORTHERN BLVD, Queens",11354,Not Available,Not Available,Not Available
Restaurant,GONG CHA,"QUEENS BOULEVARD, Queens",11373,Not Available,Not Available,Not Available
Restaurant,SURF BAR,"NORTH    6 STREET, Brooklyn",11249,Not Available,Not Available,Not Available
Restaurant,DUNKIN,"ROOSEVELT AVENUE, Queens",11368,Not Available,Not Available,Not Available
Restaurant,DOUBLE TWISTER ICE CREAM AND COFFEE SHOP,"YORK AVENUE, Manhattan",10075,Not Available,Not Available,Not Available
Restaurant,JUICE PRESS,"10 AVENUE, Manhattan",10011,Not Available,Not Available,Not Available
Restaurant,DI FARINA,"CROPSEY AVENUE, Brooklyn",11214,Not Available,Not Available,Not Available
Restaurant,THE PECKING ORDER,"SOUTHERN BOULEVARD, Bronx",10460,Not Available,Not Available,Not Available
Restaurant,JOE'S PIZZA,"BEDFORD AVENUE, Brooklyn",11249,Not Available,Not Available,Not Available
Restaurant,BURGER UR WAY,"LINCOLN PLACE, Brooklyn",11238,Not Available,Not Available,Not Available
Restaurant,LECHON HORNADO ECUATORIANO,"ROOSEVELT AVENUE, Queens",11372,Not Available,Not Available,Not Available
Restaurant,THE 37  XIANG SEA FOOD HOT POT BUFFET,"37TH AVE, Queens",11354,Not Available,Not Available,Not Available
Restaurant,IKA SUSHI,"BAY PARKWAY, Brooklyn",11214,Not Available,Not Available,Not Available
Restaurant,SPIN NEW YORK,"PARK AVENUE SOUTH, Manhattan",10010,Not Available,Not Available,Not Available
Restaurant,BLUE CAFE RESTAURANT,"FULTON STREET, Brooklyn",11216,Not Available,Not Available,Not Available
Restaurant,ANGELOS PIZZERIA,"103RD ST, Queens",11368,Not Available,Not Available,Not Available
Restaurant,BUCKLEY'S BAR & RESTAURANT,"AVENUE S, Brooklyn",11229,Not Available,Not Available,Not Available
Restaurant,BAKED BY MELISSA,"JFK INTERNATIONAL AIRPORT, Queens",11430,Not Available,Not Available,Not Available
Restaurant,LA STRADA PIZZERIA RESTAURANT,"10 AVENUE, Brooklyn",11219,Not Available,Not Available,Not Available
Restaurant,FILÉ GUMBO BAR,"CHURCH STREET, Manhattan",10013,Not Available,Not Available,Not Available
Restaurant,MIMI CHENG'S DUMPLINGS,"2 AVENUE, Manhattan",10003,Not Available,Not Available,Not Available
Restaurant,NEW GOLDEN BILLION,"RUTLAND ROAD, Brooklyn",11212,Not Available,Not Available,Not Available
Restaurant,DREAM PIZZA,"JUNCTION BOULEVARD, Queens",11368,Not Available,Not Available,Not Available
Restaurant,ROLLING COW,"KINGS PLAZA, Brooklyn",11234,Not Available,Not Available,Not Available
Restaurant,PECKING HOUSE,"FLATBUSH AVENUE, Brooklyn",11217,Not Available,Not Available,Not Available
Restaurant,LUIGI'S CATERING,"101 AVENUE, Queens",11419,Not Available,Not Available,Not Available
Restaurant,CROWN FRIED CHICKEN,"MYRTLE AVENUE, Brooklyn",11206,Not Available,Not Available,Not Available
Restaurant,PIE PIE PIZZA,"COLUMBUS AVENUE, Manhattan",10025,Not Available,Not Available,Not Available
Restaurant,LEVANTE,"JACKSON AVE, Queens",11101,Not Available,Not Available,Not Available
Restaurant,OXIDO,"BROADWAY, Manhattan",10018,Not Available,Not Available,Not Available
Restaurant,CROWN FRIED CHICKEN,"CHURCH AVENUE, Brooklyn",11203,Not Available,Not Available,Not Available
